ID,Node,Source,Target,Weight,Relationship,Assistance,Total,SIC,jobs,Sector,address,X,Y,CycleY
2219,Ards and North Down,Northern Ireland,Ards and North Down,"28,000",Northern Ireland-->Ards and North Down,"28,000","146,080",31090,4,Manufacturing,BT23 7ET,-0.5000000596046448,0.8660253882408142,0.8660253882408142
2220,Northern Ireland,Northern Ireland,Lisburn and Castlereagh,"48,708",Northern Ireland-->Lisburn and Castlereagh,"48,708","128,181",77110,1,Administrative And Support Service Activities,BT17 9HY,-0.9932383298873901,0.1160929799079895,0.1160929799079895
2220,Lisburn and Castlereagh,Northern Ireland,Lisburn and Castlereagh,"48,708",Northern Ireland-->Lisburn and Castlereagh,"48,708","128,181",77110,1,Administrative And Support Service Activities,BT17 9HY,0.5971586108207703,0.8021231889724731,0.8021231889724731
2221,Northern Ireland,Northern Ireland,Lisburn and Castlereagh,"28,000",Northern Ireland-->Lisburn and Castlereagh,"28,000","144,000",71121,4,"Professional, Scientific And Technical Activities",BT28 3TQ,-0.9932383298873901,0.1160929799079895,0.1160929799079895
2221,Lisburn and Castlereagh,Northern Ireland,Lisburn and Castlereagh,"28,000",Northern Ireland-->Lisburn and Castlereagh,"28,000","144,000",71121,4,"Professional, Scientific And Technical Activities",BT28 3TQ,0.5971586108207703,0.8021231889724731,0.8021231889724731
2222,Northern Ireland,Northern Ireland,Causeway Coast and Glens,"4,457",Northern Ireland-->Causeway Coast and Glens,"4,457","10,655",82200,0,Administrative And Support Service Activities,BT53 8NY,-0.9932383298873901,0.1160929799079895,0.1160929799079895
2222,Causeway Coast and Glens,Northern Ireland,Causeway Coast and Glens,"4,457",Northern Ireland-->Causeway Coast and Glens,"4,457","10,655",82200,0,Administrative And Support Service Activities,BT53 8NY,-0.2868032455444336,0.957989513874054,0.957989513874054
2223,Northern Ireland,Northern Ireland,Causeway Coast and Glens,"46,480",Northern Ireland-->Causeway Coast and Glens,"46,480","116,200",31020,2,Manufacturing,BT52 2EB,-0.9932383298873901,0.1160929799079895,0.1160929799079895
2223,Causeway Coast and Glens,Northern Ireland,Causeway Coast and Glens,"46,480",Northern Ireland-->Causeway Coast and Glens,"46,480","116,200",31020,2,Manufacturing,BT52 2EB,-0.2868032455444336,0.957989513874054,0.957989513874054
2224,Northern Ireland,Northern Ireland,Belfast,"5,880",Northern Ireland-->Belfast,"5,880","12,000",62012,0,Information And Communication,BT3 9LE,-0.9932383298873901,0.1160929799079895,0.1160929799079895
2224,Belfast,Northern Ireland,Belfast,"5,880",Northern Ireland-->Belfast,"5,880","12,000",62012,0,Information And Communication,BT3 9LE,0.8936326503753662,0.448799192905426,0.448799192905426
2225,Northern Ireland,Northern Ireland,Antrim and Newtownabbey,"1,000",Northern Ireland-->Antrim and Newtownabbey,"1,000","9,000",96090,1,Other Service Activities,,-0.9932383298873901,0.1160929799079895,0.1160929799079895
