Source,Target,Weight,total,NoJobs,SIC,SICsector,Postcode
Northern Ireland,Fermanagh and Omagh,"8,000","20,000",1,55200,Accommodation And Food Service Activities,BT94 1NY
Northern Ireland,Antrim and Newtownabbey,"1,320","2,640",0,25620,Manufacturing,BT41 2PT
Northern Ireland,Causeway Coast and Glens,"7,342","18,355",0,38110,"Water Supply; Sewerage, Waste Management And Remediation Activities",BT52 2NR
Irish Republic,Belfast,"4,000","8,000",0,59113,Information And Communication,BT12 5DR
Northern Ireland,Causeway Coast and Glens,"7,731","19,328",0,13990,Manufacturing,BT52 1DP
Northern Ireland,Derry City and Strabane,"42,784","212,150",2,59113,Information And Communication,BT48 7SE
Northern Ireland,"Newry, Mourne and Down","8,621","22,235",0,10890,Manufacturing,BT34 2QU
Northern Ireland,"Newry, Mourne and Down","1,220","2,440",0,10410,Manufacturing,BT34 1QS
Northern Ireland,Belfast,"13,013","38,573",0,85421,Education,BT17 9JP
Northern Ireland,Belfast,"21,287","62,255",0,18129,Manufacturing,BT5 6QP
Northern Ireland,Belfast,"38,098","139,264",2,59120,Information And Communication,BT3 9BW
Northern Ireland,Mid Ulster,"9,488","37,930",0,10390,Manufacturing,BT80 0HZ
Northern Ireland,Ards and North Down,"20,000","20,000",0,62020,Information And Communication,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,62012,Information And Communication,BT13 2JF
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Lisburn and Castlereagh,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Fermanagh and Omagh,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,47990,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Lisburn and Castlereagh,"1,750","3,500",0,37000,"Water Supply; Sewerage, Waste Management And Remediation Activities",BT27 6UD
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Causeway Coast and Glens,598,"1,195",0,10410,Manufacturing,BT49 9DY
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"49,000","308,000",7,78100,Administrative And Support Service Activities,BT2 7GA
Northern Ireland,Belfast,"23,980","76,757",0,71111,"Professional, Scientific And Technical Activities",BT7 2JD
Northern Ireland,Fermanagh and Omagh,"3,750","7,500",0,55209,Accommodation And Food Service Activities,BT94 5HG
Northern Ireland,"Armagh City, Banbridge and Craigavon",625,"1,250",0,71129,"Professional, Scientific And Technical Activities",BT67 0QH
Northern Ireland,Lisburn and Castlereagh,"10,000","60,000",2,58190,Information And Communication,BT28 1XP
Northern Ireland,Fermanagh and Omagh,"50,000","419,000",10,10710,Manufacturing,BT92 9JZ
Northern Ireland,Mid and East Antrim,"49,850","199,400",0,11070,Manufacturing,BT42 2AF
United States,Ards and North Down,"4,050","8,100",0,28131,Manufacturing,BT19 7TA
Northern Ireland,Mid Ulster,"1,400","2,800",0,25620,Manufacturing,BT71 5JH
Northern Ireland,Causeway Coast and Glens,"49,920","83,200",0,10890,Manufacturing,BT51 5EH
Northern Ireland,Fermanagh and Omagh,"7,380","14,760",0,82990,Administrative And Support Service Activities,
Northern Ireland,Belfast,"4,190","10,490",0,74100,"Professional, Scientific And Technical Activities",BT5 6QR
Northern Ireland,Causeway Coast and Glens,"10,588","27,344",0,71121,"Professional, Scientific And Technical Activities",BT49 0RA
Northern Ireland,"Armagh City, Banbridge and Craigavon","3,850","7,700",0,82990,Administrative And Support Service Activities,BT62 1QY
Northern Ireland,"Newry, Mourne and Down","216,290","696,645",0,71129,"Professional, Scientific And Technical Activities",BT35 6JQ
Northern Ireland,Belfast,"218,000","502,790",0,62010,Information And Communication,BT3 9DT
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,BT14 7LT
Northern Ireland,Lisburn and Castlereagh,"41,100","118,750",0,10832,Manufacturing,BT28 2RE
Northern Ireland,"Armagh City, Banbridge and Craigavon","39,444","98,610",2,31010,Manufacturing,BT32 3QD
Northern Ireland,Belfast,"43,920","297,800",4,63990,Information And Communication,BT28 1TP
Northern Ireland,Mid Ulster,"6,788","21,940",0,85590,Education,BT45 5AE
Northern Ireland,"Armagh City, Banbridge and Craigavon","1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,"Newry, Mourne and Down","3,265","6,530",0,85590,Education,BT30 9HJ
Northern Ireland,Mid and East Antrim,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Mid Ulster,"15,200","38,000",0,28920,Manufacturing,BT71 4DT
Northern Ireland,"Armagh City, Banbridge and Craigavon","1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Fermanagh and Omagh,"7,190","14,380",0,47721,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,BT74 7BD
Northern Ireland,Mid Ulster,"9,625","32,718",0,28220,Manufacturing,BT71 4DT
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"14,700","30,000",0,47770,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,BT4 1JT
Northern Ireland,Belfast,"13,456","33,640",0,32500,Manufacturing,BT2 7BA
Northern Ireland,Ards and North Down,"13,348","38,898",0,59120,Information And Communication,BT18 9HX
Northern Ireland,Fermanagh and Omagh,850,"1,700",0,96090,Other Service Activities,BT79 7YR
Northern Ireland,Lisburn and Castlereagh,"1,330","2,660",0,28220,Manufacturing,BT27 5QB
Northern Ireland,"Newry, Mourne and Down",605,"1,210",0,71129,"Professional, Scientific And Technical Activities",BT34 4AX
Northern Ireland,Belfast,"15,000","36,000",0,10890,Manufacturing,BT17 0QL
Northern Ireland,Belfast,"5,500","18,500",0,47990,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,BT12 5JL
Northern Ireland,Belfast,"5,000","10,000",0,64190,Financial And Insurance Activities,BT3 9DE
Northern Ireland,Mid and East Antrim,"20,763","43,502",0,10130,Manufacturing,BT42 4QJ
Northern Ireland,Derry City and Strabane,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,"Armagh City, Banbridge and Craigavon","1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Mid and East Antrim,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Mid Ulster,"1,000","9,000",1,96090,Other Service Activities,BT45 8QB
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,BT2 8GD
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Antrim and Newtownabbey,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Mid Ulster,"18,000","46,000",0,28920,Manufacturing,BT70 1NJ
Northern Ireland,Antrim and Newtownabbey,905,"1,810",0,23610,Manufacturing,BT36 4TQ
Northern Ireland,Causeway Coast and Glens,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Mid Ulster,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Fermanagh and Omagh,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Fermanagh and Omagh,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,"Newry, Mourne and Down","40,500","306,000",4,28410,Manufacturing,BT34 4HT
Northern Ireland,Fermanagh and Omagh,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Fermanagh and Omagh,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"31,100","77,750",0,25290,Manufacturing,BT17 0QL
Northern Ireland,"Armagh City, Banbridge and Craigavon","1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Lisburn and Castlereagh,"40,000","394,500",4,93199,"Arts, Entertainment And Recreation",BT23 6AZ
Northern Ireland,"Armagh City, Banbridge and Craigavon","49,000","255,000",7,14190,Manufacturing,BT67 9AN
Northern Ireland,Antrim and Newtownabbey,"33,670","96,200",0,63990,Information And Communication,BT36 4FR
Northern Ireland,Causeway Coast and Glens,"1,559","3,445",0,32409,Manufacturing,BT49 9EY
Japan,Derry City and Strabane,"991,200","8,757,700",177,63110,Information And Communication,BT4 1NU
Northern Ireland,Belfast,"5,738","19,822",0,71111,"Professional, Scientific And Technical Activities",BT2 8LE
Northern Ireland,Causeway Coast and Glens,"26,000","65,000",0,28920,Manufacturing,
Northern Ireland,Belfast,"14,000","35,000",0,74100,"Professional, Scientific And Technical Activities",BT17 0QL
Northern Ireland,Ards and North Down,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"14,059","35,149",1,55100,Accommodation And Food Service Activities,BT82 9EA
Northern Ireland,Mid Ulster,"90,000","548,000",15,28302,Manufacturing,BT70 2PN
United States,Ards and North Down,"515,832","2,539,004",0,28131,Manufacturing,BT19 7TA
Northern Ireland,"Newry, Mourne and Down","3,535","7,070",0,72100,"Professional, Scientific And Technical Activities",BT28 2EX
Northern Ireland,"Armagh City, Banbridge and Craigavon","5,460","17,571",0,25110,Manufacturing,BT63 6BU
Northern Ireland,Mid Ulster,"2,600","5,200",0,25990,Manufacturing,BT45 7AP
Northern Ireland,Derry City and Strabane,"10,000","25,000",0,85600,Education,BT48 7DF
Northern Ireland,Causeway Coast and Glens,"2,003","4,005",0,36000,"Water Supply; Sewerage, Waste Management And Remediation Activities",BT52 2NS
Northern Ireland,"Newry, Mourne and Down","5,000","10,472",0,38320,"Water Supply; Sewerage, Waste Management And Remediation Activities",BT35 6JQ
Northern Ireland,"Newry, Mourne and Down","34,000","105,000",2,62010,Information And Communication,BT35 6QH
Northern Ireland,Lisburn and Castlereagh,"4,250","8,500",0,46140,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,BT28 2NE
Northern Ireland,Mid Ulster,"2,880","7,200",0,31020,Manufacturing,BT45 8HT
Northern Ireland,Antrim and Newtownabbey,"7,350","15,000",0,62020,Information And Communication,BT35 8QS
Northern Ireland,Antrim and Newtownabbey,"21,000","108,000",3,29202,Manufacturing,BT41 3RB
Northern Ireland,Mid and East Antrim,"3,600","9,000",0,63990,Information And Communication,BT43 6AT
United States,Ards and North Down,"445,933","2,399,758",0,28131,Manufacturing,BT19 7TA
Northern Ireland,"Armagh City, Banbridge and Craigavon","5,000","10,474",0,28920,Manufacturing,BT71 6SP
Northern Ireland,Antrim and Newtownabbey,"12,700","25,920",0,23510,Manufacturing,BT51 4PP
Northern Ireland,Fermanagh and Omagh,"7,750","15,700",0,22190,Manufacturing,
Northern Ireland,Derry City and Strabane,"37,485","107,100",0,71129,"Professional, Scientific And Technical Activities",BT47 3XX
Northern Ireland,Lisburn and Castlereagh,"5,000","10,000",0,93199,"Arts, Entertainment And Recreation",BT23 6AZ
Northern Ireland,Fermanagh and Omagh,"41,000","124,500",5,43110,Construction,BT79 9AL
Northern Ireland,Fermanagh and Omagh,800,"1,600",0,10710,Manufacturing,BT74 4GH
Northern Ireland,Mid Ulster,"171,040","2,537,000",19,29201,Manufacturing,BT71 6LW
Northern Ireland,"Armagh City, Banbridge and Craigavon","4,004","8,007",0,31020,Manufacturing,BT67 9JT
Northern Ireland,Belfast,"5,000","28,000",1,46180,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,BT2 8GD
Northern Ireland,Lisburn and Castlereagh,"20,000","145,656",4,46499,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,BT8 8EH
Northern Ireland,Antrim and Newtownabbey,"14,700","30,000",0,22290,Manufacturing,BT41 2TX
Northern Ireland,Antrim and Newtownabbey,"1,500","10,000",1,82990,Administrative And Support Service Activities,
Northern Ireland,Causeway Coast and Glens,"2,829","9,664",0,47760,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,BT52 2NS
Northern Ireland,Belfast,"38,400","337,000",7,62020,Information And Communication,BT7 1NF
Northern Ireland,Ards and North Down,"5,000","30,000",1,85590,Education,BT16 1UA
Northern Ireland,Antrim and Newtownabbey,"9,938","19,876",0,62010,Information And Communication,BT41 2RU
Northern Ireland,Causeway Coast and Glens,"12,000","93,680",4,47789,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,BT52 2ED
Northern Ireland,Mid Ulster,"17,300","43,250",0,89200,Mining And Quarrying,BT71 4QR
Northern Ireland,"Newry, Mourne and Down","13,230","27,000",0,37000,"Water Supply; Sewerage, Waste Management And Remediation Activities",BT34 1QR
Northern Ireland,Mid and East Antrim,"18,394","53,399",0,46390,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,BT38 8GX
Northern Ireland,"Newry, Mourne and Down","10,000","40,340",1,32990,Manufacturing,BT23 6TU
Northern Ireland,Derry City and Strabane,"1,500","10,000",1,96090,Other Service Activities,BT47 3ES
Northern Ireland,Causeway Coast and Glens,"25,000","176,870",0,10511,Manufacturing,BT52 2NE
Northern Ireland,Causeway Coast and Glens,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
United States,Belfast,"406,626","4,705,978",0,66220,Financial And Insurance Activities,BT1 3LZ
Northern Ireland,Mid Ulster,850,"1,700",0,28302,Manufacturing,BT70 2PN
Northern Ireland,Mid Ulster,"19,274","42,830",0,29202,Manufacturing,BT70 1NJ
Northern Ireland,Mid Ulster,"5,000","10,280",0,25620,Manufacturing,BT45 7YQ
Northern Ireland,Ards and North Down,"22,590","83,875",2,74100,"Professional, Scientific And Technical Activities",BT19 7HJ
United States,Belfast,"2,625,000","28,468,000",350,64191,Financial And Insurance Activities,BT3 9DP
Northern Ireland,Lisburn and Castlereagh,"11,000","32,500",2,10512,Manufacturing,BT25 2AL
Northern Ireland,Causeway Coast and Glens,"6,615","13,500",0,62010,Information And Communication,BT52 1DE
Northern Ireland,Belfast,"20,324","70,080",0,31010,Manufacturing,BT5 6QR
Northern Ireland,Mid Ulster,"15,000","35,000",0,28921,Manufacturing,BT80 9DG
Northern Ireland,Mid Ulster,"14,651","29,900",0,14120,Manufacturing,BT71 7HB
Northern Ireland,Mid Ulster,850,"1,700",0,28920,Manufacturing,BT71 5BJ
Northern Ireland,Mid and East Antrim,"33,240","154,900",4,96090,Other Service Activities,BT42 4HH
Northern Ireland,Fermanagh and Omagh,"40,000","233,000",2,21100,Manufacturing,BT79 7UE
Northern Ireland,Antrim and Newtownabbey,"7,200","14,400",0,69109,"Professional, Scientific And Technical Activities",BT41 1DN
